txtkontakid;status;umur;gender;prov;produk_kes;bekerja;payday;saudara
2107-PKL7368;0;40-50 Tahun;1;BANTEN;0;0;1;-1
1903-I894094;0;30-40 Tahun;1;SULAWESI SELATAN;0;1;0;-1
2004-CX14340;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2011-W566422;0;30-40 Tahun;1;DIY YOGYAKARTA;0;0;0;-1
1712-3926192;0;50-70 Tahun;1;JAWA TENGAH;0;0;1;-1
2011-I881311;0;50-70 Tahun;1;JAWA TENGAH;0;1;0;-1
1602-F070650;0;30-40 Tahun;1;DKI JAKARTA;1;1;0;-1
1805-F732662;0;50-70 Tahun;1;JAWA TENGAH;0;0;0;-1
2012-V443517;0;30-40 Tahun;1;DI  ACEH;0;0;0;-1
1902-T042003;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1907-PQ98804;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;2
1507-F212651;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
2010-3CX3165;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2111-Q782842;0;30-40 Tahun;1;DKI JAKARTA;0;0;1;-1
2011-PW48641;0;20-30 Tahun;1;BANTEN;0;1;0;-1
1903-OI06396;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
1901-Q858950;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1812-E466755;0;30-40 Tahun;1;BANTEN;0;1;0;-1
1904-T031085;0;30-40 Tahun;1;SUMATERA SELATAN;0;0;1;-1
2010-RT01709;0;30-40 Tahun;0;JAWA TENGAH;0;0;0;-1
2103-OP17629;0;30-40 Tahun;1;SUMATERA UTARA;0;1;1;-1
1109-5412084;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;1
1908-W540030;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1805-SR12829;0;20-30 Tahun;1;LAMPUNG;0;0;0;-1
2010-M282904;0;30-40 Tahun;0;JAWA TIMUR;0;1;1;-1
1409-6594172;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
1810-6754701;0;40-50 Tahun;1;JAWA BARAT;0;1;0;0
1910-T554822;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
1907-PQ42790;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
1411-1646870;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
1903-Q877426;0;20-30 Tahun;1;SULAWESI SELATAN;0;1;1;-1
2011-OP29706;0;30-40 Tahun;1;KEPULAUAN RIAU;0;1;0;-1
2011-RO70471;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;0
1812-XNG5767;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2102-PW02617;0;20-30 Tahun;1;BALI;0;1;0;-1
2102-PQ23023;0;20-30 Tahun;1;JAWA BARAT;0;1;1;-1
2009-CV04959;0;30-40 Tahun;1;RIAU;0;0;0;-1
1910-Q798943;0;30-40 Tahun;1;DKI JAKARTA;0;1;1;-1
2105-I893066;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1401-4543610;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2010-OP53788;0;30-40 Tahun;1;RIAU;0;0;0;-1
2012-Q762046;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
2010-OI30993;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1204-7400078;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
2102-Q763922;0;30-40 Tahun;1;BANTEN;0;0;0;-1
2009-Q659642;0;>70 Tahun;1;JAWA TIMUR;0;0;0;-1
1911-T551739;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1903-Q792286;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
2009-PW17183;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2111-W541105;1;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
1904-E159586;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
1503-D477271;0;40-50 Tahun;1;JAWA TENGAH;0;0;0;-1
1603-G661287;0;30-40 Tahun;1;BENGKULU;0;0;0;-1
2009-T758669;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1603-1164288;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
2101-PQ98060;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
2102-LLK9897;0;20-30 Tahun;1;KEPULAUAN RIAU;0;1;0;-1
2103-PO73368;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1110-5414809;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2009-P758915;0;50-70 Tahun;1;JAWA TIMUR;1;0;1;-1
2110-ISR7422;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1905-W584082;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1809-Y949624;0;30-40 Tahun;1;DKI JAKARTA;0;1;1;-1
2102-OP89078;0;20-30 Tahun;0;KALIMANTAN TIMUR;0;1;0;-1
1804-D659341;0;30-40 Tahun;1;BALI;0;0;0;-1
1012-1590877;0;30-40 Tahun;1;DI  ACEH;0;1;0;0
2012-AX22974;0;30-40 Tahun;1;BANTEN;0;0;0;-1
1301-8706012;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
1907-OP36991;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
2012-B8A2077;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
1712-1160661;0;30-40 Tahun;1;BANTEN;1;0;0;-1
2011-RO87038;0;30-40 Tahun;1;SUMATERA UTARA;0;1;1;-1
1402-6753795;0;40-50 Tahun;1;JAWA TIMUR;0;0;0;-1
2102-W519052;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
1511-C900061;0;40-50 Tahun;1;SUMATERA UTARA;0;1;0;-1
1309-8700527;0;40-50 Tahun;1;JAWA TIMUR;1;0;0;-1
1603-H191808;1;50-70 Tahun;1;JAWA TIMUR;0;1;1;-1
2104-LT27629;0;30-40 Tahun;0;BANTEN;0;1;0;-1
2011-OP41241;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
2009-P619805;0;20-30 Tahun;1;KALIMANTAN UTARA;0;1;0;-1
2004-CX05928;0;20-30 Tahun;1;JAWA BARAT;0;1;0;0
2109-PM10159;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1210-7033987;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
1411-D103899;0;20-30 Tahun;1;JAWA BARAT;0;1;1;-1
1108-1701549;0;40-50 Tahun;1;NUSA TENGGARA BARAT;0;1;0;-1
2007-PW32169;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2012-D667479;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;-1
2011-E454015;0;30-40 Tahun;1;SULAWESI SELATAN;0;0;1;-1
2010-W548440;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
1712-V629135;0;40-50 Tahun;1;JAWA TENGAH;1;1;0;0
2108-OI66471;0;30-40 Tahun;1;JAMBI;0;0;0;-1
0908-1075742;0;40-50 Tahun;1;SUMATERA UTARA;0;0;0;-1
2111-ZW46891;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
1108-1793085;0;50-70 Tahun;1;JAWA TIMUR;0;1;0;-1
1907-OP69260;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2011-W578743;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2010-T555774;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
1111-5379128;0;40-50 Tahun;1;JAWA TENGAH;0;0;1;-1
1910-T597068;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;1
1911-Q794023;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2102-RT02929;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1604-D427690;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1012-1100170;0;30-40 Tahun;1;BANTEN;0;1;0;-1
1011-1704593;0;>70 Tahun;0;DKI JAKARTA;1;1;1;-1
1901-Q628980;0;30-40 Tahun;1;BENGKULU;0;1;0;-1
2003-T049185;0;30-40 Tahun;1;SUMATERA BARAT;0;1;0;0
1606-H194515;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
0908-1104359;0;40-50 Tahun;1;BANTEN;0;0;0;-1
1411-F051112;0;40-50 Tahun;1;BALI;0;0;0;-1
1501-F218192;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
2012-KLK0885;0;20-30 Tahun;1;BANTEN;0;0;1;-1
1309-4382595;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;0
2103-LLK5322;0;20-30 Tahun;1;BENGKULU;0;0;0;-1
1809-Y672167;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
2105-K793184;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1902-W543619;0;30-40 Tahun;1;BANTEN;1;1;0;-1
1212-8121218;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
1808-M305343;0;20-30 Tahun;1;BANTEN;0;0;0;-1
2001-OI57975;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1107-1798079;0;50-70 Tahun;1;JAWA TENGAH;0;1;0;-1
2003-PW58856;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
1712-UTJ7995;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2012-OP61498;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1710-V621950;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
0912-1631636;0;50-70 Tahun;1;JAWA TENGAH;0;1;0;-1
1603-4376587;0;20-30 Tahun;1;MALUKU;0;0;1;0
2110-YXC5892;0;20-30 Tahun;1;SUMATERA UTARA;0;0;1;-1
1902-T089589;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
1803-K089880;0;<20 Tahun;1;RIAU;0;1;1;-1
1504-6751028;0;20-30 Tahun;1;DIY YOGYAKARTA;0;1;1;-1
2101-YXC5595;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;-1
2007-T552081;0;30-40 Tahun;0;BANTEN;0;1;0;-1
2101-PQ33597;0;20-30 Tahun;0;JAWA TIMUR;0;1;0;-1
1609-3920243;0;20-30 Tahun;1;BANTEN;0;0;1;-1
2109-FH20649;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1605-C907766;0;40-50 Tahun;1;JAWA BARAT;0;1;0;-1
1503-E319762;0;50-70 Tahun;1;JAWA TENGAH;0;1;0;-1
1407-E462022;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2012-PKL8693;0;30-40 Tahun;0;BANTEN;0;1;0;-1
2010-AO20583;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
2109-ISR9597;0;40-50 Tahun;0;JAWA TENGAH;0;0;0;-1
1008-1100495;0;40-50 Tahun;1;JAWA TIMUR;0;0;0;1
2103-QP14631;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2103-PQ18654;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;-1
1908-OP74631;0;20-30 Tahun;1;NUSA TENGGARA BARAT;0;1;0;-1
2003-W545525;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1701-H931250;0;30-40 Tahun;1;BANTEN;0;0;0;1
1111-6841250;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;1
2101-OI97724;0;20-30 Tahun;1;KALIMANTAN BARAT;0;1;0;0
1909-T756712;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;0
2103-OI44725;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1905-3CX1332;0;50-70 Tahun;0;BALI;0;0;0;-1
1911-Z779924;0;30-40 Tahun;1;DKI JAKARTA;1;1;1;-1
2102-Q870520;0;30-40 Tahun;1;SULAWESI TENGAH;0;1;0;-1
1301-5760712;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
1910-T577591;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2104-IS22243;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
1710-D101105;0;20-30 Tahun;1;BANTEN;0;1;1;-1
2011-3CX6188;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
1706-D104300;0;30-40 Tahun;1;RIAU;0;1;0;-1
1812-T964769;0;30-40 Tahun;1;DI  ACEH;0;1;0;-1
2009-YXC4871;0;30-40 Tahun;1;SULAWESI SELATAN;0;1;1;-1
2009-Q864753;0;20-30 Tahun;1;KALIMANTAN TIMUR;0;1;1;-1
2010-Q860643;0;30-40 Tahun;1;BALI;0;0;0;-1
2110-KR09485;0;30-40 Tahun;1;RIAU;0;0;1;-1
2007-I898827;0;20-30 Tahun;1;DIY YOGYAKARTA;0;0;1;-1
1907-T751678;0;20-30 Tahun;1;BANTEN;0;1;1;-1
2108-Q871249;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2010-W513606;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1911-W545521;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1403-D654955;0;50-70 Tahun;0;JAWA BARAT;1;1;0;-1
2006-Z170184;0;50-70 Tahun;1;KEPULAUAN RIAU;0;0;1;-1
2103-PW14668;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;0
2110-I893176;0;40-50 Tahun;0;SUMATERA UTARA;0;1;0;-1
1903-T755974;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1505-3074648;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;0
2011-T557701;0;50-70 Tahun;0;JAWA TENGAH;0;1;0;-1
2001-PO72726;0;20-30 Tahun;1;BANTEN;0;1;0;-1
1811-W735166;0;20-30 Tahun;1;RIAU;0;0;1;-1
2010-I883913;0;30-40 Tahun;0;JAWA BARAT;0;1;0;-1
1103-1721388;0;50-70 Tahun;1;DKI JAKARTA;0;1;0;-1
2101-PO76189;0;20-30 Tahun;1;SUMATERA BARAT;0;1;0;-1
1804-D476203;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
1912-W573217;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
2103-Q576445;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1807-K787818;0;20-30 Tahun;1;JAWA BARAT;0;1;0;0
2011-RC18924;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1203-5311366;0;40-50 Tahun;1;DIY YOGYAKARTA;0;1;0;-1
2112-Q820637;0;20-30 Tahun;0;JAWA TIMUR;0;1;0;-1
1708-C915597;0;20-30 Tahun;1;LAMPUNG;0;0;0;-1
2012-OP30148;0;20-30 Tahun;1;BANTEN;0;1;0;-1
1801-J132523;0;<20 Tahun;1;JAWA TENGAH;0;1;0;-1
1807-H218883;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;0
1910-T049940;0;30-40 Tahun;1;BALI;0;0;0;-1
2101-M284300;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1102-1901150;0;50-70 Tahun;1;JAWA TENGAH;0;0;0;-1
2012-T575345;0;20-30 Tahun;1;JAWA TENGAH;0;0;1;-1
2012-PW11403;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
1010-1084256;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1701-Y945772;0;50-70 Tahun;1;NUSA TENGGARA TIMUR;0;1;0;-1
1607-D659781;0;20-30 Tahun;1;BALI;0;1;1;-1
2011-T579197;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2009-Q879824;0;20-30 Tahun;1;BANTEN;0;0;0;-1
2010-T575869;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
2001-YXC0749;0;30-40 Tahun;1;BANTEN;0;1;1;-1
2010-KLK3054;0;20-30 Tahun;1;DKI JAKARTA;0;0;1;-1
2102-Q827579;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1602-3945847;0;40-50 Tahun;1;SULAWESI TENGAH;0;1;1;0
1808-C906773;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
1803-D427939;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
1904-W576939;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
0912-1449388;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1710-J876890;0;30-40 Tahun;1;JAWA BARAT;0;1;1;-1
2102-TR19115;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
2005-Q572880;0;20-30 Tahun;1;BANTEN;0;0;0;-1
2110-PR26354;0;30-40 Tahun;1;LAMPUNG;0;0;0;-1
1211-5355049;0;40-50 Tahun;1;BALI;0;0;0;2
2112-PA21247;0;20-30 Tahun;1;KALIMANTAN TIMUR;0;0;1;-1
2103-OI85487;0;30-40 Tahun;1;BANTEN;0;0;0;-1
1702-4988494;0;20-30 Tahun;1;RIAU;0;0;0;-1
1508-4370956;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1902-T755116;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
1806-J364053;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1809-D479570;0;30-40 Tahun;0;JAWA TIMUR;0;1;1;-1
2103-T047317;0;30-40 Tahun;1;BANTEN;0;0;1;0
2104-PO77250;0;30-40 Tahun;1;SULAWESI SELATAN;0;0;0;-1
2007-OP11354;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
1711-W739941;0;30-40 Tahun;1;JAWA TIMUR;0;0;1;-1
2004-T553554;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1309-6595984;0;30-40 Tahun;1;JAMBI;0;0;0;0
2008-M278882;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2010-P757432;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
2005-PO76439;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1411-4985530;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1808-C903941;0;30-40 Tahun;1;KEPULAUAN RIAU;0;1;0;-1
2012-W547485;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
1305-7367316;0;40-50 Tahun;1;RIAU;1;0;0;-1
1809-D664457;0;50-70 Tahun;0;JAWA TIMUR;0;0;1;-1
1503-D423903;0;30-40 Tahun;1;SULAWESI SELATAN;0;0;0;-1
2002-PQ13139;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1206-1646545;0;40-50 Tahun;1;JAWA TENGAH;0;1;0;-1
2006-Z179599;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1810-M277753;0;30-40 Tahun;1;RIAU;0;1;0;0
2012-P759198;0;50-70 Tahun;1;JAWA TIMUR;0;0;1;-1
1611-C913097;0;40-50 Tahun;1;JAWA TENGAH;0;0;0;-1
2009-OP49353;0;30-40 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
1806-J881860;0;20-30 Tahun;1;SULAWESI SELATAN;0;0;0;-1
2012-PW03865;0;30-40 Tahun;0;DKI JAKARTA;0;1;0;-1
2011-T556608;0;20-30 Tahun;1;BENGKULU;0;0;1;-1
2102-W510233;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
1206-6643057;0;>70 Tahun;1;RIAU;0;1;1;-1
1411-E317273;0;50-70 Tahun;1;SUMATERA BARAT;0;1;1;-1
2011-OI66357;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1204-4003343;0;40-50 Tahun;1;JAWA TIMUR;0;0;1;0
1912-PQ45502;0;40-50 Tahun;1;JAWA BARAT;0;1;0;-1
1812-1284435;0;20-30 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
2012-D666568;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2103-T551386;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
2012-YXC8041;0;30-40 Tahun;1;JAWA BARAT;0;1;1;-1
2002-PQ19909;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1701-J136446;0;30-40 Tahun;1;SUMATERA SELATAN;0;1;0;-1
1901-D479718;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1707-GR13938;0;40-50 Tahun;1;JAWA TIMUR;0;0;0;0
1310-1277554;0;40-50 Tahun;1;SUMATERA UTARA;0;0;0;0
1404-4511523;0;20-30 Tahun;1;SULAWESI SELATAN;0;1;0;-1
2004-W551639;0;30-40 Tahun;1;BANTEN;0;1;1;0
1404-6752798;0;30-40 Tahun;1;DKI JAKARTA;0;1;1;-1
2108-T603817;0;30-40 Tahun;1;RIAU;0;0;0;-1
2010-1573545;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
2111-KLK1274;0;40-50 Tahun;1;JAWA TIMUR;0;0;0;-1
1904-PO65097;0;20-30 Tahun;1;SULAWESI TENGGARA;0;0;0;-1
1910-CX59601;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
1805-6757221;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
2101-PKL7421;0;30-40 Tahun;1;SULAWESI TENGAH;0;1;0;-1
2101-OI00493;0;30-40 Tahun;1;BALI;0;1;0;-1
2003-OP16321;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2005-T573729;1;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2011-4381292;0;30-40 Tahun;1;RIAU;0;1;1;-1
1003-1086983;1;40-50 Tahun;1;RIAU;0;0;0;4
0902-1148672;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
2012-CX86558;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
2102-TR13863;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
2108-LT24938;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1805-J521669;0;30-40 Tahun;1;NUSA TENGGARA TIMUR;0;0;0;-1
2105-EV25846;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
1811-M272535;0;50-70 Tahun;1;KEPULAUAN RIAU;0;1;1;-1
2009-AO25451;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1308-1275022;0;30-40 Tahun;1;JAWA BARAT;0;1;1;-1
2109-PM35574;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
0910-1592661;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2101-K799418;0;30-40 Tahun;1;DKI JAKARTA;0;0;1;-1
2003-K791012;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
2012-CX62909;0;30-40 Tahun;1;BANTEN;0;1;0;-1
1811-PPX4212;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
2101-I887140;0;30-40 Tahun;1;DI  ACEH;0;1;0;-1
2010-PKL6541;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1208-5445085;0;30-40 Tahun;1;JAWA TIMUR;0;0;1;-1
1301-5377435;0;40-50 Tahun;1;JAWA BARAT;0;0;0;-1
1909-RO81371;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
2103-PQ97146;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1904-W543184;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2101-D666827;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2104-TX20836;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
2011-PW46156;0;30-40 Tahun;1;SULAWESI SELATAN;0;0;0;-1
1904-Q784996;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
2012-Q626548;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2010-I885095;0;30-40 Tahun;1;BALI;0;1;0;-1
1003-1176557;1;40-50 Tahun;1;JAWA BARAT;0;1;0;-1
2003-PQ54145;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2007-Q822511;0;40-50 Tahun;1;JAWA TENGAH;0;1;1;-1
2010-PO73059;0;50-70 Tahun;1;JAMBI;0;1;0;-1
0907-1481386;0;40-50 Tahun;1;JAWA BARAT;0;1;0;2
1902-Q866284;0;30-40 Tahun;1;JAWA BARAT;0;1;1;-1
1711-D664827;0;<20 Tahun;1;JAWA TIMUR;0;0;0;-1
1407-6758122;1;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1006-1144725;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2002-T041592;0;50-70 Tahun;1;SULAWESI UTARA;0;1;0;-1
2011-B8A4219;0;40-50 Tahun;1;JAWA TIMUR;0;1;0;-1
1804-X501686;0;50-70 Tahun;1;DKI JAKARTA;1;0;1;-1
1902-E317702;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
1701-FG76785;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2004-Q767850;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;0
2008-Q573924;0;50-70 Tahun;1;JAWA BARAT;0;0;0;-1
2001-Z778297;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1605-H199101;0;20-30 Tahun;1;BANTEN;0;0;1;-1
1702-H195340;0;40-50 Tahun;1;JAWA TENGAH;0;0;0;-1
2103-PW58873;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
2102-OP61383;0;30-40 Tahun;1;SULAWESI TENGAH;0;1;0;0
1903-OP35612;0;30-40 Tahun;1;SUMATERA UTARA;1;0;0;-1
1409-1647032;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
2102-OP63415;0;20-30 Tahun;1;RIAU;0;0;0;-1
2101-4CX2845;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;1
2004-OP27181;0;30-40 Tahun;0;JAWA TIMUR;0;1;0;0
2102-P615778;0;30-40 Tahun;0;JAWA TIMUR;0;1;0;-1
2102-I866005;0;20-30 Tahun;1;BALI;0;0;0;-1
2102-T552389;0;20-30 Tahun;1;DI  ACEH;0;1;0;-1
2011-OI92922;0;20-30 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
1010-1779898;0;30-40 Tahun;1;JAMBI;0;1;0;0
1209-0521839;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;0
2102-LL17247;0;20-30 Tahun;1;NUSA TENGGARA BARAT;0;1;0;-1
2006-W558487;0;20-30 Tahun;1;KEPULAUAN RIAU;0;0;0;2
2110-OI82514;0;30-40 Tahun;1;JAMBI;0;1;0;-1
2010-CX15944;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1011-1082735;0;>70 Tahun;0;JAWA TIMUR;0;1;0;-1
1711-3071788;0;20-30 Tahun;1;JAWA BARAT;0;1;1;-1
2006-T041072;0;30-40 Tahun;1;NUSA TENGGARA BARAT;0;0;0;-1
2004-PQ64067;0;20-30 Tahun;1;JAMBI;0;1;0;-1
2103-PR16957;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
1805-H368130;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
2109-4CX3097;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
2007-M288186;0;20-30 Tahun;1;KALIMANTAN SELATAN;0;1;0;-1
2010-OP51292;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
2111-Q873358;0;40-50 Tahun;1;DIY YOGYAKARTA;0;0;1;-1
2001-CX37395;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1912-T579940;0;30-40 Tahun;1;BANTEN;0;1;0;1
2104-PW14721;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1101-1107876;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
1902-Z771071;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;1
1811-W544581;0;50-70 Tahun;1;BANTEN;0;1;1;-1
